Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance Dir_norml_PAR_photn_flux
.2020E+04 .3011E-01 .3447E-03 .5084E+00
.2025E+04 .6216E-01 .6302E-03 .1052E+01
.2030E+04 .7658E-01 .7449E-03 .1299E+01
.2035E+04 .9235E-01 .8711E-03 .1571E+01
.2040E+04 .8355E-01 .7943E-03 .1425E+01
.2045E+04 .8497E-01 .8043E-03 .1452E+01
.2050E+04 .5602E-01 .5612E-03 .9600E+00
.2055E+04 .4122E-01 .4317E-03 .7080E+00
.2060E+04 .5830E-01 .5729E-03 .1004E+01
.2065E+04 .4977E-01 .4990E-03 .8591E+00
.2070E+04 .5438E-01 .5347E-03 .9410E+00
.2075E+04 .6945E-01 .6538E-03 .1205E+01
.2080E+04 .8288E-01 .7539E-03 .1441E+01
.2085E+04 .8084E-01 .7345E-03 .1409E+01
.2090E+04 .8650E-01 .7754E-03 .1511E+01
.2095E+04 .8829E-01 .7833E-03 .1546E+01
.2100E+04 .8370E-01 .7431E-03 .1469E+01
.2105E+04 .9296E-01 .8138E-03 .1636E+01
.2110E+04 .8853E-01 .7759E-03 .1562E+01
.2115E+04 .9168E-01 .7961E-03 .1621E+01
.2120E+04 .8650E-01 .7523E-03 .1533E+01
.2125E+04 .8826E-01 .7623E-03 .1568E+01
.2130E+04 .8999E-01 .7721E-03 .1602E+01
.2135E+04 .9056E-01 .7737E-03 .1616E+01
.2140E+04 .9157E-01 .7785E-03 .1638E+01
.2145E+04 .9020E-01 .7642E-03 .1617E+01
.2150E+04 .8353E-01 .7113E-03 .1501E+01
.2155E+04 .8402E-01 .7119E-03 .1514E+01
.2160E+04 .8360E-01 .7043E-03 .1509E+01
.2165E+04 .7535E-01 .6334E-03 .1364E+01
.2170E+04 .8181E-01 .6823E-03 .1484E+01
.2175E+04 .7928E-01 .6623E-03 .1441E+01
.2180E+04 .8161E-01 .6755E-03 .1487E+01
.2185E+04 .7253E-01 .6034E-03 .1325E+01
.2190E+04 .7842E-01 .6455E-03 .1436E+01
.2195E+04 .7823E-01 .6418E-03 .1436E+01
.2200E+04 .6749E-01 .5614E-03 .1241E+01
.2205E+04 .7219E-01 .5906E-03 .1331E+01
.2210E+04 .7962E-01 .6412E-03 .1471E+01
.2215E+04 .7548E-01 .6086E-03 .1398E+01
.2220E+04 .7755E-01 .6208E-03 .1439E+01
.2225E+04 .7492E-01 .5981E-03 .1394E+01
.2230E+04 .7539E-01 .5986E-03 .1405E+01
.2235E+04 .7354E-01 .5824E-03 .1374E+01
.2240E+04 .7238E-01 .5705E-03 .1355E+01
.2245E+04 .6920E-01 .5457E-03 .1299E+01
.2250E+04 .7126E-01 .5551E-03 .1340E+01
.2255E+04 .6549E-01 .5128E-03 .1235E+01
.2260E+04 .6455E-01 .5033E-03 .1219E+01
.2265E+04 .6671E-01 .5139E-03 .1263E+01
.2270E+04 .6204E-01 .4807E-03 .1177E+01
.2275E+04 .6103E-01 .4715E-03 .1161E+01
.2280E+04 .6489E-01 .4931E-03 .1237E+01
.2285E+04 .6023E-01 .4608E-03 .1150E+01
.2290E+04 .6053E-01 .4604E-03 .1159E+01
.2295E+04 .5853E-01 .4437E-03 .1123E+01
.2300E+04 .5495E-01 .4191E-03 .1056E+01
.2305E+04 .5558E-01 .4208E-03 .1071E+01
.2310E+04 .6272E-01 .4633E-03 .1211E+01
.2315E+04 .5477E-01 .4104E-03 .1060E+01
.2320E+04 .4705E-01 .3575E-03 .9125E+00
.2325E+04 .5384E-01 .3965E-03 .1046E+01
.2330E+04 .5381E-01 .3970E-03 .1048E+01
.2335E+04 .5559E-01 .4059E-03 .1085E+01
.2340E+04 .4057E-01 .3055E-03 .7935E+00
.2345E+04 .4697E-01 .3474E-03 .9208E+00
.2350E+04 .3622E-01 .2715E-03 .7116E+00
.2355E+04 .4280E-01 .3155E-03 .8425E+00
.2360E+04 .4628E-01 .3362E-03 .9130E+00
.2365E+04 .4621E-01 .3311E-03 .9136E+00
.2370E+04 .2388E-01 .1863E-03 .4732E+00
.2375E+04 .3940E-01 .2861E-03 .7823E+00
.2380E+04 .3825E-01 .2751E-03 .7610E+00
.2385E+04 .2550E-01 .1894E-03 .5083E+00
.2390E+04 .3183E-01 .2300E-03 .6358E+00
.2395E+04 .3551E-01 .2539E-03 .7110E+00
.2400E+04 .3956E-01 .2788E-03 .7937E+00
.2405E+04 .2903E-01 .2066E-03 .5837E+00
.2410E+04 .2906E-01 .2065E-03 .5854E+00
.2415E+04 .2210E-01 .1613E-03 .4462E+00
.2420E+04 .2190E-01 .1571E-03 .4431E+00
.2425E+04 .2812E-01 .1982E-03 .5700E+00
.2430E+04 .4018E-01 .2753E-03 .8163E+00
.2435E+04 .1086E-01 .8125E-04 .2210E+00
.2440E+04 .3943E-01 .2648E-03 .8043E+00
.2445E+04 .1610E-01 .1157E-03 .3290E+00
.2450E+04 .9530E-02 .7183E-04 .1952E+00
.2455E+04 .2018E-01 .1400E-03 .4142E+00
.2460E+04 .2801E-01 .1913E-03 .5759E+00
.2465E+04 .1859E-01 .1319E-03 .3830E+00
.2470E+04 .1133E-01 .8589E-04 .2339E+00
.2475E+04 .1095E-01 .8340E-04 .2266E+00
.2480E+04 .4671E-02 .3824E-04 .9685E-01
.2485E+04 .2668E-02 .2470E-04 .5542E-01
.2490E+04 .1345E-02 .1420E-04 .2800E-01
.2495E+04 .1112E-02 .1160E-04 .2319E-01
.2500E+04 .3448E-02 .3075E-04 .7206E-01
.2505E+04 .6484E-03 .6166E-05 .1358E-01
.2510E+04 .9735E-03 .9090E-05 .2043E-01
.2515E+04 .1674E-03 .1891E-05 .3520E-02
.2520E+04 .5325E-04 .1049E-05 .1122E-02
.2525E+04 .6723E-05 .1185E-06 .1419E-03
.2530E+04 .8980E-08 .8164E-09 .1899E-06
.2535E+04 .1219E-08 .1795E-09 .2584E-07
.2540E+04 .3761E-08 .4348E-09 .7987E-07
.2545E+04 .9948E-13 .3308E-13 .2116E-11
.2550E+04 .2053E-15 .1277E-15 .4377E-14
.2555E+04 .1870E-11 .6517E-12 .3993E-10
.2560E+04 .6443E-13 .1962E-13 .1379E-11
.2565E+04 .2694E-17 .4270E-17 .5776E-16
.2570E+04 .7114E-23 .1213E-21 .1528E-21
.2575E+04 .3044E-35 .6896E-32 .6553E-34
.2580E+04 .2756E-28 .7607E-26 .5944E-27
.2585E+04 .1401E-44 .1407E-39 .2382E-43
.2590E+04 .2587E-40 .9043E-36 .5602E-39
.2595E+04 .2045E-40 .1898E-37 .4436E-39
.2600E+04 .1692E-36 .1510E-32 .3678E-35
.2605E+04 .2102E-43 .1672E-39 .4596E-42
.2610E+04 .5605E-44 .5492E-39 .1205E-42
.2615E+04 .0000E+00 .4905E-43 .0000E+00
.2620E+04 .6908E-36 .5522E-33 .1513E-34
.2625E+04 .5792E-37 .9717E-33 .1271E-35
.2630E+04 .0000E+00 .0000E+00 .0000E+00
.2635E+04 .1281E-19 .5911E-19 .2821E-18
.2640E+04 .1198E-20 .1263E-19 .2644E-19
.2645E+04 .1890E-23 .5431E-22 .4179E-22
.2650E+04 .5707E-25 .5279E-23 .1264E-23
.2655E+04 .1240E-35 .5857E-32 .2753E-34
.2660E+04 .1521E-31 .4436E-29 .3381E-30
.2665E+04 .0000E+00 .1233E-42 .0000E+00
.2670E+04 .0000E+00 .0000E+00 .0000E+00
.2675E+04 .0000E+00 .0000E+00 .0000E+00
.2680E+04 .0000E+00 .0000E+00 .0000E+00
.2685E+04 .0000E+00 .0000E+00 .0000E+00
.2690E+04 .1959E-39 .1273E-34 .4405E-38
.2695E+04 .5269E-42 .1265E-37 .1186E-40
.2700E+04 .0000E+00 .0000E+00 .0000E+00
.2705E+04 .0000E+00 .0000E+00 .0000E+00
.2710E+04 .0000E+00 .9439E-41 .2803E-44
.2715E+04 .1448E-34 .1316E-30 .3286E-33
.2720E+04 .0000E+00 .0000E+00 .0000E+00
.2725E+04 .1114E-26 .3671E-25 .2537E-25
.2730E+04 .9447E-25 .1601E-22 .2156E-23
.2735E+04 .1270E-26 .1543E-24 .2903E-25
.2740E+04 .1658E-33 .3984E-31 .3798E-32
.2745E+04 .9024E-30 .2470E-27 .2071E-28
.2750E+04 .2692E-37 .4113E-33 .6189E-36
.2755E+04 .0000E+00 .0000E+00 .0000E+00
.2760E+04 .0000E+00 .0000E+00 .0000E+00
.2765E+04 .1332E-34 .1940E-31 .3079E-33
.2770E+04 .2944E-30 .1204E-27 .6817E-29
.2775E+04 .0000E+00 .1401E-44 .0000E+00
.2780E+04 .0000E+00 .1279E-39 .2803E-44
.2785E+04 .4665E-35 .1880E-31 .1086E-33
.2790E+04 .3453E-21 .7868E-20 .8052E-20
.2795E+04 .7164E-21 .2135E-19 .1674E-19
.2800E+04 .4482E-15 .4718E-15 .1049E-13
.2805E+04 .2358E-16 .2142E-16 .5528E-15
.2810E+04 .4074E-12 .1960E-12 .9571E-11
.2815E+04 .4120E-12 .1559E-12 .9694E-11
.2820E+04 .2655E-13 .1028E-13 .6259E-12
.2825E+04 .1458E-08 .1698E-09 .3442E-07
.2830E+04 .1073E-06 .5698E-08 .2539E-05
.2835E+04 .3835E-12 .1205E-12 .9089E-11
.2840E+04 .3278E-08 .2359E-09 .7782E-07
.2845E+04 .3134E-05 .8417E-07 .7454E-04
.2850E+04 .2594E-07 .1586E-08 .6181E-06
.2855E+04 .2701E-07 .8094E-09 .6446E-06
.2860E+04 .2001E-05 .5179E-07 .4784E-04
.2865E+04 .2113E-04 .4055E-06 .5061E-03
.2870E+04 .2857E-06 .1069E-07 .6854E-05
.2875E+04 .7541E-04 .1099E-05 .1812E-02
.2880E+04 .6165E-04 .7416E-06 .1484E-02
.2885E+04 .9143E-04 .1289E-05 .2205E-02
.2890E+04 .4779E-04 .5629E-06 .1155E-02
.2895E+04 .1178E-02 .9868E-05 .2851E-01
.2900E+04 .2807E-03 .2780E-05 .6805E-02
.2905E+04 .2445E-04 .3217E-06 .5938E-03
.2910E+04 .1313E-02 .1044E-04 .3195E-01
.2915E+04 .4768E-03 .4438E-05 .1162E-01
.2920E+04 .1388E-02 .1115E-04 .3387E-01
.2925E+04 .4724E-03 .4006E-05 .1155E-01
.2930E+04 .3511E-02 .2447E-04 .8599E-01
.2935E+04 .3908E-02 .2717E-04 .9587E-01
.2940E+04 .7284E-03 .6093E-05 .1790E-01
.2945E+04 .5675E-03 .5263E-05 .1397E-01
.2950E+04 .2958E-02 .2155E-04 .7295E-01
.2955E+04 .1345E-02 .9672E-05 .3323E-01
.2960E+04 .2746E-02 .1927E-04 .6793E-01
.2965E+04 .5096E-02 .3287E-04 .1263E+00
.2970E+04 .1321E-03 .1268E-05 .3280E-02
.2975E+04 .3728E-03 .3209E-05 .9272E-02
.2980E+04 .5862E-03 .5060E-05 .1460E-01
.2985E+04 .4655E-02 .3079E-04 .1162E+00
.2990E+04 .7959E-02 .4800E-04 .1989E+00
.2995E+04 .2500E-02 .1822E-04 .6259E-01
.3000E+04 .5501E-02 .3571E-04 .1380E+00
.3005E+04 .1609E-02 .1208E-04 .4042E-01
.3010E+04 .4867E-02 .3124E-04 .1225E+00
.3015E+04 .3512E-02 .2430E-04 .8853E-01
.3020E+04 .1957E-03 .2187E-05 .4939E-02
.3025E+04 .5320E-02 .3427E-04 .1345E+00
.3030E+04 .4133E-02 .2733E-04 .1047E+00
.3035E+04 .1391E-02 .1050E-04 .3529E-01
.3040E+04 .1069E-02 .8299E-05 .2717E-01
.3045E+04 .2424E-02 .1790E-04 .6171E-01
.3050E+04 .4815E-03 .4048E-05 .1228E-01
.3055E+04 .9316E-04 .9944E-06 .2379E-02
.3060E+04 .4401E-02 .2865E-04 .1126E+00
.3065E+04 .1596E-02 .1214E-04 .4090E-01
.3070E+04 .7977E-03 .6853E-05 .2047E-01
.3075E+04 .4122E-02 .2727E-04 .1060E+00
.3080E+04 .2267E-02 .1591E-04 .5837E-01
.3085E+04 .8365E-03 .7032E-05 .2157E-01
.3090E+04 .1175E-02 .9620E-05 .3035E-01
.3095E+04 .2350E-03 .2366E-05 .6080E-02
.3100E+04 .2830E-02 .1955E-04 .7333E-01
.3105E+04 .4346E-03 .3651E-05 .1128E-01
.3110E+04 .2940E-03 .3063E-05 .7643E-02
.3115E+04 .1148E-02 .9332E-05 .2989E-01
.3120E+04 .7355E-02 .4629E-04 .1918E+00
.3125E+04 .1966E-02 .1355E-04 .5137E-01
.3130E+04 .4293E-02 .2727E-04 .1123E+00
.3135E+04 .9082E-02 .5541E-04 .2380E+00
.3140E+04 .2059E-02 .1470E-04 .5405E-01
.3145E+04 .2068E-02 .1454E-04 .5438E-01
.3150E+04 .4790E-02 .3114E-04 .1261E+00
.3155E+04 .4062E-02 .2637E-04 .1071E+00
.3160E+04 .7022E-02 .4411E-04 .1855E+00
.3165E+04 .1224E-01 .7051E-04 .3237E+00
.3170E+04 .1084E-01 .6286E-04 .2873E+00
.3175E+04 .7134E-02 .4440E-04 .1894E+00
.3180E+04 .8951E-02 .5294E-04 .2379E+00
.3185E+04 .5513E-02 .3722E-04 .1468E+00
.3190E+04 .2911E-02 .1961E-04 .7762E-01
.3195E+04 .1274E-02 .1091E-04 .3404E-01
.3200E+04 .1333E-03 .1539E-05 .3565E-02
.3205E+04 .7564E-04 .1010E-05 .2027E-02
.3210E+04 .3023E-04 .4233E-06 .8111E-03
.3215E+04 .1560E-03 .1741E-05 .4193E-02
.3220E+04 .6534E-03 .6211E-05 .1759E-01
.3225E+04 .6654E-04 .7137E-06 .1794E-02
.3230E+04 .1076E-03 .1201E-05 .2906E-02
.3235E+04 .5149E-02 .3456E-04 .1392E+00
.3240E+04 .1953E-02 .1581E-04 .5289E-01
.3245E+04 .3517E-03 .2999E-05 .9541E-02
.3250E+04 .1455E-02 .1125E-04 .3953E-01
.3255E+04 .7689E-02 .4890E-04 .2092E+00
.3260E+04 .5411E-03 .4852E-05 .1475E-01
.3265E+04 .1315E-02 .1059E-04 .3590E-01
.3270E+04 .5010E-03 .5006E-05 .1370E-01
.3275E+04 .4007E-02 .3076E-04 .1097E+00
.3280E+04 .1617E-02 .1312E-04 .4434E-01
.3285E+04 .9259E-02 .5820E-04 .2543E+00
.3290E+04 .6511E-02 .4420E-04 .1791E+00
.3295E+04 .6426E-03 .5426E-05 .1770E-01
.3300E+04 .9916E-03 .8118E-05 .2736E-01
.3305E+04 .2442E-02 .1863E-04 .6746E-01
.3310E+04 .2243E-02 .1774E-04 .6207E-01
.3315E+04 .5978E-06 .2579E-07 .1657E-04
.3320E+04 .8833E-05 .1620E-06 .2451E-03
.3325E+04 .1827E-02 .1514E-04 .5079E-01
.3330E+04 .3558E-02 .2309E-04 .9905E-01
.3335E+04 .7053E-02 .4525E-04 .1966E+00
.3340E+04 .2432E-02 .1655E-04 .6790E-01
.3345E+04 .2207E-02 .1618E-04 .6170E-01
.3350E+04 .6541E-02 .4072E-04 .1832E+00
.3355E+04 .2234E-02 .1648E-04 .6267E-01
.3360E+04 .3821E-02 .2544E-04 .1073E+00
.3365E+04 .5864E-02 .3637E-04 .1650E+00
.3370E+04 .2344E-02 .1765E-04 .6603E-01
.3375E+04 .7107E-02 .4323E-04 .2005E+00
.3380E+04 .3299E-02 .2351E-04 .9322E-01
.3385E+04 .6067E-02 .3772E-04 .1717E+00
.3390E+04 .8145E-02 .4995E-04 .2308E+00
.3395E+04 .8152E-02 .4898E-04 .2313E+00
.3400E+04 .1184E-01 .6692E-04 .3364E+00
.3405E+04 .2804E-02 .2037E-04 .7981E-01
.3410E+04 .5869E-02 .3602E-04 .1673E+00
.3415E+04 .5405E-02 .3545E-04 .1543E+00
.3420E+04 .1280E-01 .7137E-04 .3659E+00
.3425E+04 .8454E-02 .5129E-04 .2421E+00
.3430E+04 .6873E-02 .4348E-04 .1971E+00
.3435E+04 .1095E-01 .6221E-04 .3145E+00
.3440E+04 .6209E-02 .3997E-04 .1786E+00
.3445E+04 .1039E-01 .6022E-04 .2993E+00
.3450E+04 .1011E-01 .5914E-04 .2917E+00
.3455E+04 .6848E-02 .4248E-04 .1978E+00
.3460E+04 .1212E-01 .6825E-04 .3505E+00
.3465E+04 .8387E-02 .5098E-04 .2429E+00
.3470E+04 .1190E-01 .6707E-04 .3452E+00
.3475E+04 .9987E-02 .5845E-04 .2901E+00
.3480E+04 .1034E-01 .6016E-04 .3007E+00
.3485E+04 .1161E-01 .6602E-04 .3384E+00
.3490E+04 .9319E-02 .5533E-04 .2719E+00
.3495E+04 .1190E-01 .6729E-04 .3475E+00
.3500E+04 .1146E-01 .6521E-04 .3352E+00
.3505E+04 .1135E-01 .6466E-04 .3326E+00
.3510E+04 .1157E-01 .6568E-04 .3395E+00
.3515E+04 .1096E-01 .6296E-04 .3220E+00
.3520E+04 .1189E-01 .6725E-04 .3497E+00
.3525E+04 .1097E-01 .6290E-04 .3231E+00
.3530E+04 .1057E-01 .6112E-04 .3119E+00
.3535E+04 .8345E-02 .5043E-04 .2466E+00
.3540E+04 .7833E-02 .4785E-04 .2318E+00
.3545E+04 .8444E-02 .5102E-04 .2502E+00
.3550E+04 .9897E-02 .5775E-04 .2937E+00
.3555E+04 .8054E-02 .4861E-04 .2393E+00
.3560E+04 .1029E-01 .5958E-04 .3062E+00
.3565E+04 .1030E-01 .5988E-04 .3069E+00
.3570E+04 .7346E-02 .4512E-04 .2192E+00
.3575E+04 .7507E-02 .4680E-04 .2243E+00
.3580E+04 .9591E-02 .5665E-04 .2870E+00
.3585E+04 .8240E-02 .4971E-04 .2469E+00
.3590E+04 .8704E-02 .5205E-04 .2612E+00
.3595E+04 .9136E-02 .5358E-04 .2746E+00
.3600E+04 .9894E-02 .5742E-04 .2977E+00
.3605E+04 .9824E-02 .5766E-04 .2961E+00
.3610E+04 .8780E-02 .5229E-04 .2650E+00
.3615E+04 .8994E-02 .5273E-04 .2718E+00
.3620E+04 .1166E-01 .6600E-04 .3527E+00
.3625E+04 .9749E-02 .5688E-04 .2954E+00
.3630E+04 .9541E-02 .5539E-04 .2895E+00
.3635E+04 .9952E-02 .5747E-04 .3024E+00
.3640E+04 .1155E-01 .6506E-04 .3514E+00
.3645E+04 .1025E-01 .5903E-04 .3124E+00
.3650E+04 .9738E-02 .5626E-04 .2971E+00
.3655E+04 .1092E-01 .6198E-04 .3335E+00
.3660E+04 .1086E-01 .6147E-04 .3321E+00
.3665E+04 .9876E-02 .5697E-04 .3026E+00
.3670E+04 .7142E-02 .4275E-04 .2191E+00
.3675E+04 .3655E-02 .2436E-04 .1123E+00
.3680E+04 .7504E-02 .4505E-04 .2309E+00
.3685E+04 .8883E-02 .5187E-04 .2736E+00
.3690E+04 .9214E-02 .5350E-04 .2842E+00
.3695E+04 .9933E-02 .5666E-04 .3068E+00
.3700E+04 .1102E-01 .6163E-04 .3408E+00
.3705E+04 .1084E-01 .6082E-04 .3356E+00
.3710E+04 .8977E-02 .5179E-04 .2784E+00
.3715E+04 .8879E-02 .5109E-04 .2757E+00
.3720E+04 .1038E-01 .5841E-04 .3228E+00
.3725E+04 .1079E-01 .6039E-04 .3359E+00
.3730E+04 .8966E-02 .5137E-04 .2796E+00
.3735E+04 .8102E-02 .4708E-04 .2530E+00
.3740E+04 .8495E-02 .4887E-04 .2656E+00
.3745E+04 .1040E-01 .5820E-04 .3257E+00
.3750E+04 .9109E-02 .5169E-04 .2855E+00
.3755E+04 .8737E-02 .4984E-04 .2742E+00
.3760E+04 .8469E-02 .4884E-04 .2662E+00
.3765E+04 .8156E-02 .4703E-04 .2567E+00
.3770E+04 .8933E-02 .5072E-04 .2815E+00
.3775E+04 .8850E-02 .5029E-04 .2793E+00
.3780E+04 .9512E-02 .5356E-04 .3006E+00
.3785E+04 .8465E-02 .4861E-04 .2678E+00
.3790E+04 .7225E-02 .4220E-04 .2289E+00
.3795E+04 .8636E-02 .4914E-04 .2740E+00
.3800E+04 .9928E-02 .5544E-04 .3154E+00
.3805E+04 .9189E-02 .5188E-04 .2923E+00
.3810E+04 .7781E-02 .4512E-04 .2478E+00
.3815E+04 .7245E-02 .4220E-04 .2311E+00
.3820E+04 .9721E-02 .5424E-04 .3104E+00
.3825E+04 .9508E-02 .5322E-04 .3040E+00
.3830E+04 .9673E-02 .5391E-04 .3097E+00
.3835E+04 .7117E-02 .4167E-04 .2282E+00
.3840E+04 .8817E-02 .4984E-04 .2830E+00
.3845E+04 .8534E-02 .4851E-04 .2743E+00
.3850E+04 .8602E-02 .4880E-04 .2769E+00
.3855E+04 .8194E-02 .4680E-04 .2641E+00
.3860E+04 .7458E-02 .4334E-04 .2407E+00
.3865E+04 .7601E-02 .4398E-04 .2456E+00
.3870E+04 .6616E-02 .3922E-04 .2140E+00
.3875E+04 .5812E-02 .3533E-04 .1883E+00
.3880E+04 .5532E-02 .3390E-04 .1794E+00
.3885E+04 .5856E-02 .3543E-04 .1902E+00
.3890E+04 .6001E-02 .3613E-04 .1951E+00
.3895E+04 .6825E-02 .4000E-04 .2222E+00
.3900E+04 .7472E-02 .4301E-04 .2436E+00
.3905E+04 .7476E-02 .4297E-04 .2440E+00
.3910E+04 .6394E-02 .3782E-04 .2090E+00
.3915E+04 .6201E-02 .3686E-04 .2029E+00
.3920E+04 .6180E-02 .3666E-04 .2025E+00
.3925E+04 .6063E-02 .3607E-04 .1989E+00
.3930E+04 .6348E-02 .3736E-04 .2085E+00
.3935E+04 .6771E-02 .3932E-04 .2227E+00
.3940E+04 .6868E-02 .3969E-04 .2262E+00
.3945E+04 .7078E-02 .4062E-04 .2334E+00
.3950E+04 .7239E-02 .4126E-04 .2390E+00
.3955E+04 .7381E-02 .4186E-04 .2440E+00
.3960E+04 .7448E-02 .4209E-04 .2465E+00
.3965E+04 .7536E-02 .4245E-04 .2498E+00
.3970E+04 .7390E-02 .4169E-04 .2452E+00
.3975E+04 .7151E-02 .4056E-04 .2376E+00
.3980E+04 .7003E-02 .3979E-04 .2330E+00
.3985E+04 .7084E-02 .4011E-04 .2360E+00
.3990E+04 .7006E-02 .3970E-04 .2337E+00
.3995E+04 .6805E-02 .3869E-04 .2273E+00
.4000E+04 .6662E-02 .3800E-04 .2228E+00
